session_duration_min,action_count,click_interval_ms,scroll_variance,skip_rate,mouse_movement_score,typing_rhythm_variance,browser_headless,is_bot
4.047971328957656,669,972.827876418065,0.060807155309964944,0.2649936180978768,0.30430382396508376,0.39685527763903994,0,0
9.098451487325098,473,1388.2984148943488,0.04616537826901638,0.06575404905304197,0.44018155433730616,0.5080223970372505,0,0
5.031443908558826,527,1302.1241180191319,0.06601203824360961,0.0729562619255689,0.0724026602863192,0.25472555322931967,0,0
6.625264566713339,187,1740.1064095860747,0.06787336364014823,0.18046329783140747,0.28248773334249166,0.36418525953902336,0,0
1.6772989408978196,1392,17.190951233996657,0.004213245539923434,0.8300007166220476,0.12260893653598227,0.019952812491312116,1,1
1.179819920000879,1336,217.90580121862078,0.00842515856721016,0.7738922981175677,0.10056284043618018,0.030980601838155156,1,1
10.102095054317251,320,1108.3642002085749,0.0404970026322555,0.2672840282834158,0.42935511610466665,0.14963436622292564,0,0
6.864988230711589,733,1480.9465094477084,0.05945187919185629,0.23879408738061905,0.46868566470303785,0.42276068137941597,0,0
8.693883439502804,698,881.6434247295211,0.2734723895753191,0.24274550893244945,0.25076151216913223,0.24681710103831084,0,1
2.514211471576187,1300,100.17590498271957,0.0032151658006340216,0.8078202080481132,0.07745876353758868,0.05166280241688044,1,1
9.618192352351196,314,1290.0481699909114,0.040739128618495726,0.1788137236950417,0.3450174311298505,0.5020724040411804,0,0
3.056463763579597,930,178.5788510237513,0.008277222575180864,0.8207875280514434,0.06869217122123775,0.027433728528830397,1,1
7.530584375870031,523,1618.803006962687,0.06390493562864445,0.22868318692631623,0.4296926909512861,0.39053970944903055,0,0
0.6301601849834357,608,1211.239171068219,0.05245450589241336,0.09768510581320528,0.3200941201005333,0.5368013829931914,0,0
2.0135979493991267,1281,102.55808764628793,0.005203876225380886,0.9795074370053841,0.0678115515618481,0.041615443693098185,1,1
7.389602619771247,381,745.7936926061842,0.08355307555210653,0.014082007236031785,0.39853459056252427,0.38225865920865876,0,0
8.679373400638793,759,517.3966884487124,0.0811087555162931,0.47237767856979684,0.25396267807074124,0.2094788564387578,0,1
0.7102204403218855,1367,131.26426441758338,0.004892460564431421,0.748853743874385,0.1619003509225199,0.03873226662958828,1,1
7.416136755991167,358,1779.0885479563626,0.02644416659623218,0.2540664436888358,0.1757251616758517,0.19587080205878868,0,0
1.313899101578412,1349,206.192252394869,0.003144880158151438,1.0,0.15558120306941264,0.04874870427315126,0,1
11.321576007705733,642,586.8594966882248,0.21195853758337516,0.5021599713052012,0.4168021121833058,0.3357280372367749,1,1
3.9089803991629273,1560,159.45494603967475,0.005244399574669416,0.8628108707928324,0.010401524447881338,0.03339929388785433,1,1
4.585054878640007,390,1586.6263099540506,0.08132520026953996,0.24080759951491285,0.34775402771633096,0.3990687585377687,0,0
4.0371843687383855,311,1099.631220206845,0.06701160707102351,0.11169998138794335,0.41740249400312357,0.4777947853834224,0,0
9.635714394960761,247,2137.8141511464232,0.057740340632432996,0.2582369135410745,0.32267068374295566,0.18895325806992147,0,0
6.238637930394116,385,838.9570534284957,0.05492586994231678,0.07132883029246909,0.2929513319131051,0.21428987776132763,0,0
3.469667185996772,1013,239.90243498430198,0.008311552110075202,0.9442428327636972,0.2151081724451261,0.028281341034349684,1,1
2.3319899540206857,323,681.2561364843086,0.07759181406909128,0.13561901818927635,0.2302196251444828,0.5989883852384147,0,0
0.5364177893459203,600,2085.8548754408803,0.039851578535279104,0.23287233200499768,0.3559145061237656,0.3354395029308502,0,0
11.40494673325627,132,1086.9892893953954,0.04308541799229812,0.3022649028067585,0.5413586203076803,0.4551729471372034,0,0
4.289322557114437,220,1755.639566368142,0.011430353540160879,0.2596310888844027,0.31358643469992065,0.23893625726331685,0,0
3.1387449697001824,475,614.155942432257,0.042732037867171516,0.03443284833280949,0.2963733591561769,0.19588357131332645,0,0
3.0749873629008295,1277,157.03041684324384,0.005400613652961084,0.9281936918202082,0.09593487377704715,0.018818825431754744,0,1
4.1129296277051655,206,1833.9908970818612,0.0385891887937006,0.2539720651827414,0.3412681432770679,0.3843523039419181,0,0
0.1,201,1533.1012999574955,0.004973912620547784,0.08963292365972271,0.5330531441164398,0.34559392355695784,0,0
5.246111896880399,670,1697.2917000430807,0.0587461912590602,0.25569470189035703,0.3113936198042136,0.27216068030222873,0,0
4.634655076092853,141,1293.155946680163,0.06060286109194685,0.20130217107858417,0.5159696863016094,0.31771673083874513,0,0
14.472072061485694,568,401.2975038269341,0.2422833598162274,0.342699505318629,0.3418990674838644,0.24057017570806927,1,1
6.688231594933217,708,2134.036747693525,0.059587638186465765,0.22821219370356616,0.24989469231863126,0.6163751928479873,0,0
7.169330352830891,555,200.0,0.044439541232993644,0.4017260345423996,0.31777875704752806,0.15449509413622114,1,0
4.375510234653244,446,2025.0116810531413,0.015457234926618602,0.31503630484855766,0.4039015246109081,0.3474330588668127,0,0
3.6467539160714626,1328,81.60800508901343,0.006882780669475013,0.7103165171316831,0.2725717496549611,0.011989867687746857,1,1
4.2641437171668946,600,449.4847231887834,0.06666027748819597,0.2688492714678986,0.20289908183085373,0.250655386945851,0,0
7.712308311275484,317,1077.8426141839072,0.055609444044429523,0.21574886333064325,0.2530537286799193,0.3174911894047627,0,0
1.9476468943770837,1264,196.6013114245091,0.004918126034077785,0.8237009076692888,0.14558651385982957,0.10089336380613664,0,1
0.1,417,1799.7523144643278,0.05226300968610434,0.18758028615729583,0.23120033829029257,0.4545265010296242,0,0
3.2364602059888306,739,660.6420793030088,0.22198329292729468,0.4375793022718776,0.2922412173145163,0.2896305656427814,1,1
6.28287061157798,156,2025.650184970155,0.03483745396128128,0.2435403372544972,0.5114203029896267,0.4308746763519084,1,0
4.310658598480005,641,518.072911767197,0.3542239430815342,0.32916289426795386,0.4725767785661315,0.2940535411008176,0,1
5.155568579136735,275,1238.2214835168709,0.05652476569303272,0.32042801636046536,0.21987756554069363,0.438958919450256,0,0
8.219011031800617,372,1005.498820901601,0.04834797133184607,0.2358901948084877,0.27117469550477397,0.14094358753004735,0,0
7.700009215148814,611,728.9419592501933,0.25739786394866987,0.510879288613328,0.33986183901581957,0.41351062427595886,0,1
1.0429101161354293,504,2048.2877570398314,0.07037743159078814,0.1626942983386792,0.4848730959987854,0.4338810528859051,0,0
10.67061889162186,529,647.8448859232061,0.04452153694890423,0.18268132026136888,0.3145500362287327,0.44120325132634824,0,0
3.014577808812172,295,720.3833007896969,0.07233186195651212,0.23683180530338127,0.21081430673662285,0.36670830403072796,0,0
2.4128340982811194,394,1186.4070126451352,0.027711926127582723,0.19107221402976232,0.29856248372610344,0.31959296454326525,0,0
